분류,자치구,공연/행사명,날짜,장소,기관명,이용대상,이용요금,문의,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(Y좌표),위도(X좌표),유무료,문화포털상세URL,행사시간
클래식,종로구,25세종시즌 [여름 가족 음악회],2025-08-29~2025-08-29,세종대극장,세종문화회관,2018년 이전 출생자 관람 가능 (2018년생 포함),"R석 50,000원 S석 30,000원 A석 20,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=35917&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=55e9b2124b7e430da0539986d8548889&thumb=Y,2025-07-30,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154574&menuNo=200008,19:30
전시/미술,종로구,"[서울시립 미술아카이브] 다시, 지구: 다른 감각으로 응답하기",2025-08-28~2026-02-22,서울시립 미술아카이브 모음동,서울시립미술관,누구나,,02-2124-7410,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1432256,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=db9d794957d341659c01853b5963672a&thumb=Y,2025-08-27,기관,00:00.0,00:00.0,기타,126.9719018,37.60780084,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154990&menuNo=200009,평일(화-금) 10:00~20:00 / 토.일.공휴일 (3-10월) 10:00~19:00 (11-2월) 10:00~18:00
기타,종로구,[서울역사박물관] 2025년 직장인 교육 프로그램 [영뮤지엄(Young Museum)],2025-08-28~2025-10-30,서울역사박물관 학습실,서울역사박물관,성인(20~39세),무료,02-724-0196,회차별 상이,"영뮤지엄(Young Museum)은 박물관을 보다 가깝고 편안하게 즐길 수 있도록 기획된 젊은 세대 전용 프로그램으로,20세~39세(1986~2005년생) 직장인이라면 누구나 참여하실 수 있습니다.",,https://museum.seoul.go.kr/www/board/NR_boardView.do?bbsCd=1005&categoryVal=1005&seq=20250812173213228&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb434eb00921417ebc801824fdce1fcb&thumb=Y,2025-08-13,시민,00:00.0,00:00.0,기타,126.9705237,37.57050753,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154810&menuNo=200013,목요일 11:30~13:00/19:00~21:00
전시/미술,중구,2025 DDP디자인&아트,2025-08-28~2025-09-14,DDP팔거리 및 야외공간,동대문디자인플라자(DDP),누구나,,02-2153-0062,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=567&boardno=15&bbstopno=567&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a6f2dab3b7454e22b7fb25b394a8a005&thumb=Y,2025-08-18,기관,00:00.0,00:00.0,기타,127.0097797,37.56735732,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154842&menuNo=200009,10:00~22:00
전시/미술,동대문구,DDP 가을 스페셜투어: 디자인&아트 투어,2025-08-28~2025-09-13,DDP 전역,동대문디자인플라자(DDP),누구나,,2153-0071 / 0079,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=7&boardno=145&bbstopno=7&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c14fe1023f104d9ebe092809c96f6f9c&thumb=Y,2025-08-25,기관,00:00.0,00:00.0,기타,127.0097797,37.56735732,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154938&menuNo=200009,매주 목?금?토요일 오후 3:00
축제-기타,중구,2025 서울뷰티위크,2025-08-28~2025-08-30,DDP 아트홀 & 어울림광장,서울시청,누구나,,02-550-2527,,,,https://seoulbeautyweek.or.kr/sub/schedule.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d76645598039481c8114214a7fb08a52&thumb=Y,2025-08-13,기관,00:00.0,00:00.0,기타,127.0097797,37.56735732,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154809&menuNo=200010,8.28 (목) 13:00~19:00 / 8.29-30 (금-토) 10:00 ~ 18:00
교육/체험,종로구,"[세종예술아카데미] 작품연계 특강, 서울시극단의 [퉁소소리, 미리보기]",2025-08-28~2025-08-28,세종문화회관 세종예술아카데미 서클홀,세종문화회관,누구나,"20,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/academy/academyProgram/view.do?courseCd=CS102103252300000050&menuNo=200560&searchYear=2025&listType=1&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3bc4b6b52850439a9789e9c6e61e39c4&thumb=Y,2025-08-19,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154866&menuNo=200011,19:00~20:30 목요일
영화,종로구,"[서울역사박물관] 제5회 배리어프리영화관 상영예정작 안내 [나, 다니엘 블레이크]",2025-08-28~2025-08-28,서울역사박물관 1층 강당(야주개홀),서울역사박물관,일반시민,,02-724-0171,,,,https://museum.seoul.go.kr/www/board/NR_boardView.do?actionMethod=&sortName=&searchVal=&actionUri=&bbsCd=1018&endDt=&searchKey=TITLE___1002&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&rssYn=&currentPage=&seq=20250730171314002&ctgCd=&showSummaryYn=N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3568e3ffebd44c20b033908bae983ede&thumb=Y,2025-07-31,기관,00:00.0,00:00.0,기타,126.9705237,37.57050753,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154594&menuNo=200013,14:00
축제-문화/예술,종로구,[세종문화회관] 2025 누구나 세종썸머페스티벌 [Funk & Shuffle Night],2025-08-28~2025-08-28,광화문 광장,세종문화회관,전 연령 관람 가능,,02-399-1000,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36408&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4533d7c465884273a4cda36ad7284008&thumb=Y,2025-08-04,기관,00:00.0,00:00.0,기타,126.9761683,37.57184786,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154641&menuNo=200010,19:30
교육/체험,성동구,[청계천박물관] 2025년 하반기 온라인 교육 프로그램 [톡톡톡 청계천],2025-08-27~2025-11-26,각 기관,청계천박물관,지역아동센터 및 초등학교 돌봄교실 등 어린이 단체,,"02-2286-3452,3457",,,,https://museum.seoul.go.kr/cgcm/board/NR_boardList.do?bbsCd=1064,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e941d66caa414f1c81539aa98c542145&thumb=Y,2025-08-08,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0350432,37.57126617,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154737&menuNo=200011,1회차 14:30~15:40 / 2회차 16:00~17:10 (1일 2회차/회당 70분)
연극,중구,[중구문화재단] 연극 [프리마 파시],2025-08-27~2025-11-02,충무아트센터,중구문화재단,17세 이상 관람가(2009년생 포함 이전 출생자),"R석 66,000원 / S석 55,000원", 02-3485-8700,,,,https://www.caci.or.kr/product/ko/performance/2487,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9e1878fc30e242c78bab7e4f9beb7cb7&thumb=Y,2025-07-24,기관,00:00.0,00:00.0,기타,127.0147909,37.56594097,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154505&menuNo=200008,"화, 수, 목, 금 19:30 / 토, 일, 공휴일 14:00, 18:30 (월 공연 없음, 일자별 상이)"
전시/미술,서대문구,[서울문화재단] 청년예술청 개관 5주년 기획 전시 《침입자들》,2025-08-27~2025-10-26,청년예술청 SAPY(서울시 서대문구 경기대로 26-26 더스타일하우스디센트럴 지하2층),서울문화재단,누구나,,0507-1324-9745,,,,https://www.sfac.or.kr/opensquare/notice/notice_list.do?cbIdx=955&bcIdx=136993&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=46c349c5f1004a9184f09a3398ca6649&thumb=Y,2025-09-19,기관,00:00.0,00:00.0,기타,126.9621924,37.56102262,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=155290&menuNo=200009,화-일 13:00 ~ 22:00
교육/체험,종로구,"[종로문화재단] 삼청공원숲속도서관 길 위의 인문학 [왕조의 역사를 품은, 한양도성 역사 탐방]",2025-08-27~2025-10-22,"삼청공원 숲속도서관(강연), 인왕산(탐방), 한양도성(탐방)",종로문화재단,성인 및 청소년,,02-734-3801,,"한양도성과 그 주변의 역사적, 문화적 의미가 깊은 장소를 배경으로 한 강연과 현장 탐방",,https://www.jfac.or.kr/site/main/program/educ_always_list_view?pgIdx=2489,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e45bab36694a45d298f21760f1bcddd3&thumb=Y,2025-08-13,기관,00:00.0,00:00.0,기타,126.9840868,37.58797869,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154797&menuNo=200011,수 19:00~21:00 / 토 09:00~12:00
전시/미술,송파구,[한성백제박물관] 2025 한성백제박물관 기증자료 특별전시회 [녹슬지 않은 시간: 금속 자료와 보존 이야기],2025-08-27~2025-10-19,한성백제박물관 기획전시실,한성백제박물관,누구나,무료,02-2152-5932,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=DP&mmode=content&mpid=SBM0203000000&pid=22846&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e1feb49eb68445abbb3312ab1ed6a059&thumb=Y,2025-07-29,기관,00:00.0,00:00.0,기타,127.1208894,37.51543881,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154560&menuNo=200009,9:00~19:00 (매주 금요일은 21:00까지)
교육/체험,구로구,"[서울아트책보고] 펼쳐지는 상상, 만져지는 예술: 아트북 창작 워크숍",2025-08-27~2025-10-01,서울아트책보고 워크숍룸,서울아트책보고,성인,,02-2066-4830,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=2&cultureIdx=21283&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dae84d2f4c8240218bc0e0b7ec057504&thumb=Y,2025-08-26,기관,00:00.0,00:00.0,기타,126.8670887,37.49821257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154967&menuNo=200011,14:00~16:00
교육/체험,구로구,[서울아트책보고] K-Pop의 고고학: 한국 대중음악이 세계를 홀리기까지,2025-08-27~2025-09-17,서울아트책보고 워크숍룸,서울아트책보고,시민 누구나 35명 선착순 모집,,02-2066-4830,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=2&cultureIdx=21296&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3a497a7495454e4aaf46c3d4a94fd754&thumb=Y,2025-08-27,기관,00:00.0,00:00.0,기타,126.8670887,37.49821257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154987&menuNo=200011,10:30~12:30
축제-기타,중구,[서울디자인재단] 서울라이트 DDP 2025 가을,2025-08-27~2025-09-07,동대문디자인프라자(DDP) 전면,서울디자인재단,누구나,무료,2153-0000,,,,https://ddp.or.kr/index.html?menuno=230&siteno=2&bbsno=694&boardno=16&bbstopno=694&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c0972130b07e4b63892df0bb960c08ce&thumb=Y,2025-08-09,기관,00:00.0,00:00.0,기타,127.0097797,37.56735732,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154749&menuNo=200010,20:00 ~ 22:00
전시/미술,종로구,김건국 개인전 [백걸음의 여행 : 남도 GAZUA],2025-08-27~2025-09-02,인사아트센터 3층 G&J갤러리(서울특별시 종로구 인사동길 41-1),기타,전 연령층,무료,02-727-0040,,,,https://blog.naver.com/kr_gallery/223977987339,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40ac3da0574847a78a382f17bb2c8358&thumb=Y,2025-08-25,시민,00:00.0,00:00.0,기타,126.9846009,37.57387983,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154937&menuNo=200009,10:00~19:00
콘서트,용산구,[노들섬] 노들인디션 VOL.5 심아일랜드 단독공연 [SMILE LAND 1st Anniversary Party],2025-08-27~2025-08-27,노들섬 라이브하우스,노들섬,전체관람가,,02-2105-2436,,,,https://nodeul.org/program/%eb%85%b8%eb%93%a4%ec%9d%b8%eb%94%94%ec%85%98-vol-5-%ec%8b%ac%ec%95%84%ec%9d%bc%eb%9e%9c%eb%93%9c-%eb%8b%a8%eb%8f%85%ea%b3%b5%ec%97%b0/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0b8b79ece64c4be88509a49888520d66&thumb=Y,2025-08-08,기관,00:00.0,00:00.0,기타,126.9580365,37.51766383,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154734&menuNo=200008,19:00
클래식,종로구,[세종문화회관] 8월 누구나 클래식 [김정현의 해설 클래식 - 라흐마니노프와 피아노],2025-08-27~2025-08-27,세종문화회관 세종대극장,세종문화회관,2018년 이전 출생자,"관람료 선택제 1,000원 3,000원 5,000원 10,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36089&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=24ccccdfddb1444f87726b341bf687fd&thumb=Y,2025-07-14,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154358&menuNo=200008,19:30
전시/미술,용산구,[국립중앙박물관] 각角진 백자 이야기,2025-08-26~2026-06-21,국립중앙박물관 상설전시관 3층,기타,전체관람가,,02-2077-9508,,,,https://www.museum.go.kr/MUSEUM/contents/M0201080100.do?showHallId=757&showroomCode=DM0074,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e522fa75398e4832b8862dd5a66863a7&thumb=Y,2025-12-24,기관,00:00.0,00:00.0,기타,126.980203,37.52385582,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156377&menuNo=200009,"월, 화, 목, 금, 일 10:00 ~ 18:00 / 수, 토 10:00 ~ 21:00"
전시/미술,중구,[서울시립미술관 서소문본관] 제13회 서울미디어시티비엔날레 《강령: 영혼의 기술》,2025-08-26~2025-11-23,"서울시립미술관 서소문본관 , 낙원상가, 시네마테크 서울아트시네마, 청년예술청",서울시립미술관,누구나,,홈페이지 참고,,,,https://sema.seoul.go.kr/kr/whatson/series/detail?exNo=1429611,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=33741c34350a40c5b6a3be0e954815a4&thumb=Y,2025-07-22,기관,00:00.0,00:00.0,기타,126.9736993,37.56410607,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154470&menuNo=200009,평일(화-금) 10:00~19:00 매주 금요일 10:00~21:00
전시/미술,종로구,[서울공예박물관] 현대공예 특별기획전 《물질-실천》,2025-08-26~2025-11-23,전시1동  3층 기획전시실,서울공예박물관,누구나,,02-6450-7000,,,,https://craftmuseum.seoul.go.kr/exhibit/plan/view/164,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ed61b022b8bc4959b817366b2dc8e784&thumb=Y,2025-08-06,기관,00:00.0,00:00.0,기타,126.9835334,37.57664817,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154690&menuNo=200009,"10:00 ~ 18:00 (평일, 주말 동일) 매주 금요일은 21:00까지 야간개관"
전시/미술,종로구,"[서울공예박물관] 한국-폴란드 섬유공예 교류전 《집, 옷을 입다》",2025-08-26~2025-10-19,전시1동  1층 및 안내동,서울공예박물관,누구나,,02-6450-7000,,,,https://craftmuseum.seoul.go.kr/exhibit/plan/view/165,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c2dbfe54aae460d9c9d3ddd62684916&thumb=Y,2025-08-07,기관,00:00.0,00:00.0,기타,126.9835334,37.57664817,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154694&menuNo=200009,"10:00 ~ 18:00 (평일, 주말 동일) 매주 금요일은 21:00까지 야간개관"
전시/미술,용산구,[노들섬] EBS 스페이스 공감이 기록한 한국 대중음악의 발자국 [19:95 - 20:25 We are Pioneers],2025-08-26~2025-09-14,노들갤러리 2관,노들섬,누구나,,홈페이지 참고,,,,https://nodeul.org/program/ebs-%ec%8a%a4%ed%8e%98%ec%9d%b4%ec%8a%a4-%ea%b3%b5%ea%b0%90%ec%9d%b4-%ea%b8%b0%eb%a1%9d%ed%95%9c%ed%95%9c%ea%b5%ad-%eb%8c%80%ec%a4%91%ec%9d%8c%ec%95%85%ec%9d%98-%eb%b0%9c%ec%9e%90%ea%b5%ad%e3%80%8819/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3ec60f1f31484b92a0126c04081c1ce8&thumb=Y,2025-08-08,기관,00:00.0,00:00.0,기타,126.9580365,37.51766383,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154731&menuNo=200009,"평일 14:00~19:00 주말?공휴일 11:00~ 19:00 (*금요일 20시까지 운영, 월요일 휴관)"
전시/미술,종로구,[2025 신진미술인 지원 프로그램] 김선영 개인전 《파열_멸열망하는 멜로디》,2025-08-26~2025-09-14,"로쿠스 솔루스 (서울특별시 종로구 자하문로38길 7, 2층)",서울시립미술관,누구나,,홈페이지 참고,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1436880,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1e1d53e73e654c45b3a0cdd29c774f0e&thumb=Y,2025-08-27,기관,00:00.0,00:00.0,기타,126.9642127,37.59482666,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154991&menuNo=200009,월-일 11:00-18:00 (8.31 휴관)
전시/미술,종로구,"김창우 개인전 [바라던 바다 | Yonder, I yearned]",2025-08-26~2025-09-03,미림아트갤러리 3F,기타,누구나,,02-735-5711,,,,https://www.instagram.com/milimart_gallery,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e5105b7f42a64904aabea47ee31412c6&thumb=Y,2025-08-22,시민,00:00.0,00:00.0,기타,126.9866811,37.57185276,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154916&menuNo=200009,10:00~18:00
전시/미술,종로구,[운현궁] 2025 하우스뮤지엄 [은영이의 실과 바늘],2025-08-26~2025-08-31,운현궁 노락당,운현궁,02-766-9090,,02-766-9090,,,,https://www.unhyeongung.or.kr/sub/prpgram/exhibition_list.php?abmode=view&no=1685&group=basic&code=B35,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b7bf0d0e276b42b0b9ea18e577288739&thumb=Y,2025-08-21,기관,00:00.0,00:00.0,기타,126.9870834,37.57607865,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154898&menuNo=200009,10:00~18:00
교육/체험,도봉구,"[도봉문화원] 2025. 8월의 편지 인문학 특강 [감옥에서 온 편지, 삶과 죽음의 경계에서 피어난 희망]",2025-08-26~2025-08-26,도봉구민회관 공연연습장(지하 1층),도봉문화원,누구나,무료,29984028,,,,https://letter.dobong.or.kr/forum/ilban-gesipan/2025-8weolyi-pyeonji-inmunhag-teuggang-sinceong-annae,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=addad3c6ac5c41c2998a4aafeb2bb206&thumb=Y,2025-08-14,기관,00:00.0,00:00.0,기타,127.038442,37.6541978,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154818&menuNo=200011,19:00
교육/체험,서초구,[서초문화원] 차이나는 아카데미 [한없이 높은 문화의 힘] 정병국 위원장,2025-08-25~2025-09-10,서초문화예술회관 1층 아트홀,서초문화원,누구나,,문의/02-2155-8607,,,,http://socc.or.kr/bbs/board.php?bo_table=sub05_01&wr_id=382,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a9519e9722954e8e90cf7c7b6e2e3597&thumb=Y,2025-08-25,시민,00:00.0,00:00.0,기타,127.0359572,37.48182784,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154942&menuNo=200011,16:00~17:30
독주/독창회,종로구,김보경 피아노 독주회,2025-08-25~2025-08-25,세종체임버홀,세종문화회관,7세 이상 관람 가능 (2018년 이전 출생자),"전석 30,000원",02-6412-3053,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36474&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4b8ddfa75ba04ae188d0a429f94a9949&thumb=Y,2025-08-19,시민,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154869&menuNo=200008,19:30
교육/체험,광진구,[서울상상나라] 곰 할머니의 잠가게,2025-08-24~2025-08-31,서울상상나라 B1 기획전시실,서울상상나라,6세~10세 어린이,"20,000원(당일 입장료 포함)",02-6450-9528,,잠이 필요한 모두를 위한 마법의 가게가 있다?! 양선 작가님에게 직접 듣는 <곰 할머니의 잠가게> 이야기,,https://www.seoulchildrensmuseum.org/education/educationView.do?id=1001838&category=3&Classification=3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e3dc776591c4e3bb4aeb23d988e9598&thumb=Y,2025-08-15,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.077569,37.55055,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154833&menuNo=200011,"10:30~11:30 일요일(24일, 31일)"
독주/독창회,서초구,한솔 귀국 플루트 & 피콜로 독주회,2025-08-24~2025-08-24,예술의전당 리사이틀홀,기타,미취학 입장 불가 ,"전석 20,000원 (학생 50%할인)",070-4324-6360,Flute & Piccolo. 한 솔 Piano. 문재원,1부 “Flute”  Olivier Messiaen - Le merle noir  Carl Reinecke - Sonate ,,http://withclassic.kr/product/view.html?pid=13&cate1=94&cate2=97&no=434,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b54594633ef74bc1b7958cf0a22da375&thumb=Y,2025-07-18,시민,00:00.0,00:00.0,기타,127.0142152,37.4802402,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154418&menuNo=200008,20:00
축제-문화/예술,서초구,[국립국악원] 2025 우면산별밤축제,2025-08-23~2025-09-20,국립국악원 연희마당,국립국악원,누구나,"전석 10,000",02-580-3300,,,,https://tickets.interpark.com/goods/25010546,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f62c1219d2984a71b387b4347ba3c3d3&thumb=Y,2025-07-28,기관,00:00.0,00:00.0,기타,127.0098185,37.47771881,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154542&menuNo=200010,매주 토요일 20:00~21:30
전시/미술,중구,[국가유산청?국가유산진흥원] 헤리티지  더 퓨처 판타지 HERITAGE THE FUTURE FANTASY,2025-08-23~2025-09-17,DDP 뮤지엄 전시2관 및 디자인둘레길B,동대문디자인플라자(DDP),누구나,,02-466-2284,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=570&boardno=15&bbstopno=570&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6fe19da3932c48f297733999988ee03f&thumb=Y,2025-08-18,기관,00:00.0,00:00.0,기타,127.0097797,37.56735732,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154844&menuNo=200009,10:00~20:00 | (입장마감) 19:00
교육/체험,강서구,"2025 서울식물원 기획전 《우리들의 자연, 행성적 공존》연계 특별 워크숍 [함께 만든 작은 행성들] 1회차",2025-08-23~2025-08-31,서울식물원 식물문화센터 2층 프로젝트홀2 보타닉홀  (프로그램 별 상이),서울식물원,성인 (만 19세 이상),"5,000원",02-2104-9873,,,,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250809142153484928,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90b9d5e45ad24342b06db0f7c34c22ac&thumb=Y,2025-08-10,기관,00:00.0,00:00.0,,126.8350072,37.56965709,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154768&menuNo=200011,10:00~12:00 
클래식,성동구,빛과 그림자의 교향시 - 건축과 음악의 특별한 만남,2025-08-23~2025-08-30,서울숲 스튜디오301,기타,"성인, 청소년","1회차 관람 40,000 원 | 전 회차 관람 70,000 원 ('그림자의 위로' 사인본 포함)",0507-1407-7473,"피아니스트 김기경, 건축가 김종진 교수","건축과 음악의 특별한 만남 피아니스트 김기경과 김종진 교수의 건축 강연  <그림자의 위로> 속 빛과 건축, 그리고 그것을 해석한 음악가의 선율",,https://m.booking.naver.com/booking/5/bizes/601161/items/5842457?startDateTime=2025-08-23T00%3A00%3A00%2B09%3A00&tab=details,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dbb6c155c34940f1b15bc4eafd7f0d9b&thumb=Y,2025-06-26,시민,00:00.0,00:00.0,기타,127.0413188,37.54786264,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154161&menuNo=200008,토요일 14:00~15:30
교육/체험,광진구,[서울상상나라] 괴물이 오면,2025-08-23~2025-08-30,서울상상나라 B1 기획전시실,서울상상나라,6~10세 어린이,"20,000원(입장표 포함)",02-6450-9528,,"어두운 밤, 괴물은 어디서 올까요? 안정은 작가님께 직접 듣는 <괴물이 오면> 이야기",,https://www.seoulchildrensmuseum.org/education/educationView.do?id=1001837&category=3&Classification=3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6bad4084ac304d568ab6eb4b8a4b6a8b&thumb=Y,2025-08-15,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.077569,37.55055,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154832&menuNo=200011,"10:30~11:30 토요일(23일, 30일)"
축제-문화/예술,중구,제 11회 서울프라이드엑스포 2025,2025-08-23~2025-08-24,"DDP(동대문디자인플라자) 디자인랩 2층 서울-온, 3층 디자인홀",서울문화재단,성인,,02-747-2357,,"'서울프라이드엑스포'는 '다양성, 포용, 자긍심, 사랑, 평등, 연대'라는 여섯 개의 가치를 표방하여 매해 서울에서 열리는 종합예술축제입니다. 100여개 문화예술창작자들이 참가하는 마켓/박람회, 연극 공연과 전시회, 성소수자 문화/예술, 영상/영화, 그리고 네트워킹까지 다양한 부속 행사로 구성되어 있습니다.",,https://seoulpride.kr/PrideExpo2025,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7a781e9b92374813b042bf54bc41cf35&thumb=Y,2025-08-06,시민,00:00.0,00:00.0,기타,127.0097797,37.56735732,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=154682&menuNo=200010,토 12:00~18:00 / 일 12:00~19:00
